name,domain,verdict,detail,final_url
Kite Lake Capital,kitelake.com,ok,page names kite/lake,https://www.kitelake.com/
Knutsen,knutsenoas.com,ok,page names knutsen,https://knutsenoas.com/
Kona Energy,konaenergy.co.uk,ok,page names kona,https://www.konaenergy.co.uk/
Korea Exchange,,ok,no domain claimed,
Korn Ferry,kornferry.com,ok,page names korn/ferry,https://www.kornferry.com/
Kpler,kpler.com,ok,page names kpler,https://www.kpler.com/
Kraken,kraken.com,ok,page names kraken,https://www.kraken.com/
Kraken Technologies,kraken.tech,ok,page names kraken,https://www.kraken.tech/
Kroll,kroll.com,ok,page names kroll,https://www.kroll.com/en
Kuwait Petroleum,kpc.com.kw,ok,page names kuwait/petroleum,https://www.kpc.com.kw/
LCH,lch.com,ok,page names lch,https://www.lseg.com/en/post-trade/clearing
LCP Delta,lcp.com,ok,page names lcp,https://www.lcp.com/en
LEAG,leag.de,ok,page names leag,https://www.leag.de/de/
LEK Consulting,lek.com,ok,page names consulting,https://www.lek.com/
LGT Wealth Management,lgtwm.com,ok,page names lgt/wealth,https://www.lgtwm.com/uk-en
LMAX Group,lmax.com,ok,page names lmax,https://www.lmax.com/
LMR Partners,lmrpartners.com,ok,page names lmr,https://lmrpartners.com/
LSEG,lseg.com,ok,page names lseg,https://www.lseg.com/en
Lahti Energia,lahtienergia.fi,ok,page names lahti/energia,https://www.lahtienergia.fi/
Lansdowne Partners,lansdownepartners.com,ok,page names lansdowne,https://www.lansdownepartners.com/london/
Latvenergo,latvenergo.lv,ok,page names latvenergo,https://latvenergo.lv/lv
Lazard,lazard.com,ok,page names lazard,https://lazard.com/
Lazard Asset Management,lazardassetmanagement.com,ok,page names lazard,https://www.lazardassetmanagement.com/entry?relTargetURL=home
Lechwerke,lew.de,ok,page names lew,https://www.lew.de/
Ledger,ledger.com,ok,page names ledger,https://www.ledger.com/
Levelise,levelise.com,ok,page names levelise,https://www.levelise.com/
Liberty Specialty Markets,libertyspecialtymarkets.com,ok,page names liberty/specialty,https://www.libertyspecialtymarkets.com/
Liberty Steel,libertysteelgroup.com,ok,page names liberty/steel,https://libertysteelgroup.com/
Lightsource bp,lightsourcebp.com,ok,page names lightsource,https://lightsourcebp.com/
Lignetics,lignetics.com,ok,page names lignetics,https://lignetics.com/
Limejump,limejump.com,ok,page names limejump,https://www.shell.com/shellenergy/shell-energy-europe/power-portfolio/limejump-energy-limited.html
Lindsell Train,lindselltrain.com,ok,page names lindsell/train,https://www.lindselltrain.com/
Liontrust,liontrust.co.uk,ok,page names liontrust,https://www.liontrust.com/
Liquidnet,liquidnet.com,ok,page names liquidnet,https://www.liquidnet.com/
Litasco,litasco.com,ok,page names litasco,https://litasco.com/en
Litgrid,litgrid.eu,ok,page names litgrid,https://www.litgrid.eu/
Livingbridge,livingbridge.com,ok,page names livingbridge,https://www.livingbridge.com/
Lloyds Banking Group,lloydsbankinggroup.com,ok,page names lloyds,https://www.lloydsbankinggroup.com/
Lloyds List Intelligence,lloydslistintelligence.com,ok,page names list/intelligence,https://www.lloydslistintelligence.com/
Lockton,lockton.com,ok,page names lockton,https://global.lockton.com/us/en
Locogen,locogen.com,ok,page names locogen,https://locogen.com/
Lodbrok Capital,lodbrokcapital.com,ok,page names lodbrok,https://lodbrokcapital.com/
Lombard Odier Investment Managers,lombardodier.com,ok,page names lombard/odier,https://www.lombardodier.com/home.html
London Bullion Market Association,lbma.org.uk,ok,page names lbma,https://www.lbma.org.uk/
London Platinum and Palladium Market,lppm.com,ok,page names platinum/palladium,https://lppm.com/
Lorentzen and Co,lorentzen.no,ok,page names lorentzen,https://www.lorentzen.no/
Los Angeles Capital,lacapm.com,ok,page names los/angeles,https://lacapm.com/
Louis Dreyfus Coffee,ldc.co.uk,ok,page names ldc,https://ldc.co.uk/
Low Carbon,lowcarbon.com,ok,page names low/carbon,https://www.lowcarbon.com/
Low Carbon Contracts Company,lowcarboncontracts.uk,ok,page names low/carbon/contracts,https://www.lowcarboncontracts.uk:443/
Lukoil,lukoil.com,ok,page names lukoil,https://lukoil.com/
Luminus,luminus.be,ok,page names luminus,https://www.luminus.be/nl/prive/
Lundin Mining,lundinmining.com,ok,page names lundin/mining,https://lundinmining.com/
Luno,luno.com,ok,page names luno,https://www.luno.com/
Lynx Asset Management,lynxhedge.se,ok,page names lynx,https://www.lynxhedge.se/en/
LyondellBasell,lyondellbasell.com,ok,page names lyondellbasell,https://www.lyondellbasell.com/
Lyse,lyse.no,ok,page names lyse,https://www.lyse.no/
MAVIR,mavir.hu,ok,page names mavir,https://mavir.hu/web/mavir/home
MEFF,meff.es,ok,page names meff,https://www.meff.es/esp/
MET Group,met.com,ok,page names met,https://met.com/en/
MHP,,ok,no domain claimed,
MJLF Associates,mjlf.com,ok,page names mjlf/associates,https://www.mjlf.com/
MOL Group,molgroup.info,ok,page names mol,https://molgroup.info/en
MSCI,msci.com,ok,page names msci,https://www.msci.com/
MVM Group,mvm.hu,ok,page names mvm,https://mvm.hu/
MVV Trading,mvv.de,ok,page names mvv,https://www.mvv.de/
Macquarie,macquarie.com,ok,page names macquarie,https://www.macquarie.com/us/en.html
Maersk,maersk.com,ok,page names maersk,https://www.maersk.com/
Maersk Broker,maerskbroker.com,ok,page names broker,https://mbshipbrokers.com/
Mako Group,makoglobal.com,ok,page names mako,https://www.mako.com/
Marathon Asset Management,marathon.co.uk,ok,page names marathon,https://www.marathon.co.uk/
Marathon Asset Management US,marathonfund.com,ok,page names marathon,https://www.marathonfund.com/
Marcegaglia,marcegaglia.com,ok,page names marcegaglia,https://www.marcegaglia.com/officialwebsite/
Marex,marex.com,ok,page names marex,https://www.marex.com:443/
Marex Solutions,marexsolutions.com,ok,page names marex/solutions,https://solutions.marex.com:443/
MarineTraffic,marinetraffic.com,ok,page names marinetraffic,https://www.marinetraffic.com/
Maritime Strategies International,msiltd.com,ok,page names maritime/strategies,https://msiltd.com/
Markel International,markel.com,ok,page names markel,https://www.markel.com/
MarketAxess,marketaxess.com,ok,page names marketaxess,https://www.marketaxess.com/
Marlborough,marlboroughgroup.com,ok,page names marlborough,https://www.marlboroughgroup.com/
Marqeta,marqeta.com,ok,page names marqeta,https://www.marqeta.com/
Marsh McLennan,marshmclennan.com,ok,page names marsh/mclennan,https://www.corporate.marsh.com/global/home.html
Marshall Wace,mwam.com,ok,page names marshall/wace,https://www.mwam.com/
Marubeni Europe,marubeni-europe.com,ok,page names marubeni/europe,https://europe.marubeni.com/
Mashreq,mashreq.com,ok,page names mashreq,https://www.mashreq.com/en/uae/neo/
Maven 11,maven11.com,ok,page names maven,https://maven11.com/
Maven Securities,mavensecurities.com,ok,page names maven,https://www.mavensecurities.com/
McQuilling Partners,mcquilling.com,ok,page names mcquilling,https://mcquilling.com/
Mediobanca,mediobanca.com,ok,page names mediobanca,https://www.mediobanca.com/
Melqart Asset Management,melqart.com,ok,page names melqart,https://melqart.com/
Mercer Investments,mercer.com,ok,page names mercer,https://www.mercer.com/en-us/
Mercon Coffee,mercon.com,ok,page names mercon,https://www.mercon.com/
Mercuria Energy Trading UK,mercuria.co.uk,ok,page names mercuria,https://mercuria.co.uk/
MetLife Investment Management,metlife.com,ok,page names metlife,https://www.metlife.com/
Metacapital,metacapital.com,ok,page names metacapital,https://metacapital.com/
Metalor,metalor.com,ok,page names metalor,https://metalor.com/
Metdist,metdist.com,ok,page names metdist,https://metdist.com/
Michael Page,michaelpage.co.uk,ok,page names michael/page,https://www.michaelpage.co.uk/
Milkywire,milkywire.com,ok,page names milkywire,https://milkywire.com/
Millburn Ridgefield,millburn.com,ok,page names millburn/ridgefield,https://millburn.com/
Millennium,mlp.com,ok,page names millennium,https://www.mlp.com/
Minerva Bunkering,minervabunkering.com,ok,page names minerva/bunkering,https://www.minervabunkering.com/
Mint Tower Capital,minttower.com,ok,page names mint/tower,https://minttowercapital.com/
Mizuho,mizuhogroup.com,ok,page names mizuho,https://www.mizuhogroup.com/
Modo Energy,modoenergy.com,ok,page names modo,https://modoenergy.com/
Modo Energy Research,modo.energy,ok,page names modo/research,https://modoenergy.com
Modulr,modulrfinance.com,ok,page names modulr,https://www.modulrfinance.com:443/
Moelis and Company,moelis.com,ok,page names moelis,https://www.moelis.com/
Monarch Alternative Capital,monarchlp.com,ok,page names monarch/alternative,https://www.monarchlp.com
Mondrian Alpha,mondrian-alpha.com,ok,page names mondrian/alpha,https://www.mondrian-alpha.com/
Monjasa,monjasa.com,ok,page names monjasa,https://monjasa.com/
Montanaro Asset Management,montanaro.co.uk,ok,page names montanaro,https://montanaro.co.uk/
Montel,montelnews.com,ok,page names montel,https://montelnews.com/
Montfort Communications,montfort.london,ok,page names montfort/communications,https://montfort.london/
Monzo,monzo.com,ok,page names monzo,https://monzo.com/
Moodys,moodys.com,ok,page names moodys,https://www.moodys.com/
Morant Wright Management,morantwright.co.uk,ok,page names morant/wright,https://morantwright.co.uk/
Morgan McKinley,morganmckinley.com,ok,page names morgan/mckinley,https://www.morganmckinley.com/
Morgan Stanley,morganstanley.com,ok,page names morgan/stanley,https://www.morganstanley.com/
Morningstar,morningstar.com,ok,page names morningstar,https://www.morningstar.com/
Motor Fuel Group,motorfuelgroup.com,ok,page names motor/fuel,https://www.motorfuelgroup.com/
Motor Oil Hellas,moh.gr,ok,page names motor/oil,https://www.moh.gr/
Motor Oil Renewable Energy,moh.gr/en,ok,page names motor/oil,https://www.moh.gr/our-projects/stories-of-elpida-a-podcast-celebrating-the-gift-of-life/
Muirhall Energy,muirhallenergy.co.uk,ok,page names muirhall,https://www.muirhallenergy.co.uk/
Mulvaney Capital Management,mulvaneycapital.com,ok,page names mulvaney,https://www.mulvaneycapital.com/
Munich Re,munichre.com,ok,page names munich,https://www.munichre.com/en.html
Murex,murex.com,ok,page names murex,https://www.murex.com/en
Musim Mas,musimmas.com,ok,page names musim/mas,https://www.musimmas.com/
N-Ergie,n-ergie.de,ok,page names ergie,https://www.n-ergie.de/privatkunden/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8zifT2dDQyd_A18LQycXAwCTX19nMwdQ40CzQz1wwkpiAJKG-AAjgZA_VFgJXAT_A3cjQwczd0CLUxdLYzcLUyhCtB1OgUZORkbGLj7G2FVgGJJQW6EQaanoyIA-Gmeyg!!/dz/d5/L2dBISEvZ0FBIS9nQSEh/
NEO Energy,neo-energy.com,ok,page names neo,https://neo-energy.com/
NERA,nera.com,ok,page names nera,https://www.nera.com:443/
NES Fircroft,nesfircroft.com,ok,page names nes/fircroft,https://www.nesfircroft.com/
NESO,neso.energy,ok,page names neso,https://www.neso.energy/
NGP Energy Capital,ngpenergycapital.com,ok,page names ngp,https://ngpenergy.com/
NICE Actimize,niceactimize.com,ok,page names nice/actimize,https://www.niceactimize.com
NIS Serbia,nis.eu,ok,page names nis,https://www.nis.rs/
NNPC,nnpcgroup.com,ok,page names nnpc,https://nnpcgroup.com/
NOV,nov.com,ok,page names nov,https://www.nov.com/
NYK Line,nyk.com,ok,page names nyk/line,https://www.nyk.com/
Nakilat,nakilat.com,ok,page names nakilat,https://nakilat.com/
Napier AI,napier.ai,ok,page names napier,https://www.napier.ai/
Napier Park Global Capital,napierparkglobal.com,ok,page names napier/park,https://napierparkglobal.com/
Nasdaq,nasdaq.com,ok,page names nasdaq,https://www.nasdaq.com/
Nasdaq Verafin,verafin.com,ok,page names nasdaq/verafin,https://verafin.com/
NatPower,natpower.com,ok,page names natpower,https://natpower.com/
NatWest Group,natwestgroup.com,ok,page names natwest,https://www.natwestgroup.com/
National Bank of Fujairah,nbf.ae,ok,page names national/fujairah,https://nbf.ae/
National Gas,nationalgas.com,ok,page names national/gas,https://www.nationalgas.com/
National Grid,nationalgrid.com,ok,page names national/grid,https://www.nationalgrid.com/us/ny
National Stock Exchange India,nseindia.com,ok,page names national/stock/exchange,https://www.nseindia.com/
Natural Power,naturalpower.com,ok,page names natural/power,https://www.naturalpower.com/us
Naturgy Energy Group,naturgy.es,ok,page names naturgy,https://www.naturgy.es/hogar
Navigator Gas,navigatorgas.com,ok,page names navigator/gas,https://navigatorgas.com/
Nedbank,nedbank.co.za,ok,page names nedbank,https://personal.nedbank.co.za/home.html
Neoen,neoen.com,ok,page names neoen,https://neoen.com/fr/
Neste,neste.com,ok,page names neste,https://www.neste.com/
Net4Gas,net4gas.cz,ok,page names net4gas,https://www.net4gas.cz/cz/home/
Netherland Sewell,netherlandsewell.com,ok,page names netherland/sewell,https://netherlandsewell.com/
Nethermind,nethermind.io,ok,page names nethermind,https://www.nethermind.io/
NeuConnect,neuconnect-interconnector.com,ok,page names neuconnect,https://neuconnect-interconnector.com/
Neudata,neudata.co,ok,page names neudata,https://www.neudata.co/
Neumann Kaffee Gruppe,nkg.net,ok,page names neumann/kaffee/gruppe,https://www.nkg.net/
New Fortress Energy,newfortressenergy.com,ok,page names new/fortress,https://www.newfortressenergy.com/
Newmont,newmont.com,ok,page names newmont,https://newmont.com/home/default.aspx
Next Kraftwerke,next-kraftwerke.com,ok,page names next/kraftwerke,https://www.next-kraftwerke.com
NextDecade,next-decade.com,ok,page names nextdecade,https://www.next-decade.com/
NextEnergy Capital,nextenergycapital.com,ok,page names nextenergy,https://www.nextenergycapital.com/
NextEnergy Solar Fund,nextenergysolarfund.com,ok,page names nextenergy/solar/fund,https://nextenergysolarfund.com/
Nickel Digital,nickel.digital,ok,page names nickel/digital,https://nickel.digital/
Nickel Institute,nickelinstitute.org,ok,page names nickel/institute,https://nickelinstitute.org/
Nidec ASI,nidec-industrial.com,ok,page names nidec/asi,https://www.nidec-conversion.com/
Ninety One,ninetyone.com,ok,page names ninety/one,https://ninetyone.com/en/united-states
Noble Corporation,noblecorp.com,ok,page names noble,https://noblecorp.com/
Nodal Exchange,nodalexchange.com,ok,page names nodal/exchange,https://www.nodalexchange.com/
Nomura,nomura.com,ok,page names nomura,https://www.nomura.com/
Nord Pool,nordpoolgroup.com,ok,page names nord/pool,https://www.nordpoolgroup.com/
Nordea,nordea.com,ok,page names nordea,https://www.nordea.com/en
Norden,ds-norden.com,ok,page names norden,https://ds-norden.com/
Nordic American Tankers,nat.bm,ok,page names nordic/american/tankers,https://www.nat.bm/
Nordion Energi,nordionenergi.se,ok,page names nordion/energi,https://nordionenergi.se/
Nordkinn Asset Management,nordkinnam.com,ok,page names nordkinn,https://nordkinn.se/
Nordzucker,nordzucker.com,ok,page names nordzucker,https://www.nordzucker.com/en/
Norlys,norlys.dk,ok,page names norlys,https://norlys.dk/
Nornickel,nornickel.com,ok,page names nornickel,https://nornickel.com/
Norsk Hydro,hydro.com,ok,page names norsk/hydro,https://www.hydro.com/en/en/
North Asset Management,northasset.com,ok,page names north,https://www.northasset.com/home.html
Northam Platinum,northam.co.za,ok,page names northam/platinum,https://northam.co.za/
Northern Gas Networks,northerngasnetworks.co.uk,ok,page names northern/gas/networks,https://www.northerngasnetworks.co.uk/
Northern Shipping,northernshipping.com,ok,page names northern/shipping,https://www.hugedomains.com/domain_profile.cfm?d=northernshipping.com
Northern Trust Asset Management,northerntrust.com,ok,page names northern/trust,https://www.northerntrust.com/united-states/home
Nostrum Oil and Gas,nostrumoilandgas.com,ok,page names nostrum/oil/gas,https://www.nostrumoilandgas.com/
Nouryon,nouryon.com,ok,page names nouryon,https://www.nouryon.com/
Nova Pangaea Technologies,novapangaea.com,ok,page names nova/pangaea/technologies,https://www.novapangaea.com/
Nuclear Industry Association,niauk.org,ok,page names nuclear/industry/association,https://www.niauk.org/
Nuclearelectrica,nuclearelectrica.ro,ok,page names nuclearelectrica,https://nuclearelectrica.ro/
Numerco,numerco.com,ok,page names numerco,https://numerco.com/
Numis Securities,numis.com,ok,page names numis,https://country.db.com:443/uk/dedicatedtotheuki/raisedinlondon/
Nuveen,nuveen.com,ok,page names nuveen,https://www.nuveen.com/en-us/
Nyrstar,nyrstar.com,ok,page names nyrstar,https://www.nyrstar.com
OCBC,ocbc.com,ok,page names ocbc,https://www.ocbc.com/group/gateway
OKX,okx.com,ok,page names okx,https://www.okx.com/en-us
OLT Offshore LNG Toscana,oltoffshore.it,ok,page names olt/offshore/lng,https://www.oltoffshore.it/
OMV,omv.com,ok,page names omv,https://www.omv.com/en
OMV Petrom,omvpetrom.com,ok,page names omv/petrom,https://www.omvpetrom.com/en
ONTRAS,ontras.com,ok,page names ontras,https://www.ontras.com/de
OPIS,opisnet.com,ok,page names opis,https://www.opis.com:443/
Oaktree Capital Management,oaktreecapital.com,ok,page names oaktree,https://www.oaktreecapital.com/
Oando,oandoplc.com,ok,page names oando,https://oandoplc.com/
Oberon Investments,oberoninvestments.com,ok,page names oberon,https://oberoninvestments.com/
Occidental Petroleum,oxy.com,ok,page names occidental/petroleum,https://www.oxy.com
Ocean Network Express,one-line.com,ok,page names ocean/network/express,https://www.one-line.com/en
Ocean Partners,oceanpartners.com,ok,page names ocean,https://oceanpartners.com/
Ocean Winds,oceanwinds.com,ok,page names ocean/winds,https://www.oceanwinds.com/
Oceaneering,oceaneering.com,ok,page names oceaneering,https://www.oceaneering.com/
Octa Plus,octaplus.be,ok,page names octa,https://www.octaplus.be/
Octopus Energy,octopus.energy,ok,page names octopus,https://octopus.energy/
Octopus Energy Generation,octopusenergygeneration.com,ok,page names octopus/generation,https://www.octopusenergygeneration.com/
Octopus Energy Group,,ok,no domain claimed,
Octopus Renewables Infrastructure,octopusrenewablesinfrastructure.com,ok,page names octopus/renewables/infrastructure,https://www.octopusrenewablesinfrastructure.com/
Odey Asset Management,odey.com,ok,page names odey,https://www.odey.com/
Odfjell,odfjell.com,ok,page names odfjell,https://www.odfjell.com/
Odfjell Drilling,odfjelldrilling.com,ok,page names odfjell/drilling,https://www.odfjelldrilling.com/
Odgers Berndtson,odgersberndtson.com,ok,page names odgers,https://www.odgers.com/en-gb/
Offshore Energies UK,oeuk.org.uk,ok,page names offshore/energies,https://oeuk.org.uk/
Offshore Petroleum Regulator,nstauthority.co.uk,ok,page names offshore,https://www.nstauthority.co.uk/
Ofgem,ofgem.gov.uk,ok,page names ofgem,https://www.ofgem.gov.uk/
Ohme,ohme-ev.com,ok,page names ohme,https://ohme-ev.com/
OilPrice,oilprice.com,ok,page names oilprice,https://oilprice.com/
Oilinvest,oilinvest.com,ok,page names oilinvest,https://www.oilinvest.com/
Oiltanking,oiltanking.com,ok,page names oiltanking,https://www.oiltanking.com/de/onepager.html
Okeanis Eco Tankers,okeanisecotankers.com,ok,page names okeanis/eco/tankers,https://okeanisecotankers.com/en
Olam Agri,olamagri.com,ok,page names olam/agri,https://www.olamagri.com/
Old Mission,oldmissioncapital.com,ok,page names old/mission,https://www.oldmissioncapital.com/
Oldendorff Carriers,oldendorff.com,ok,page names oldendorff/carriers,https://www.oldendorff.com/
Oldfield Partners,oldfieldpartners.com,ok,page names oldfield,https://oldfieldpartners.com/
Oliver Wyman,oliverwyman.com,ok,page names oliver/wyman,https://www.oliverwyman.com/index.html
Olleco,olleco.co.uk,ok,page names olleco,https://www.olleco.co.uk/
Oman LNG,omanlng.co.om,ok,page names oman/lng,https://omanlng.co.om/en/Pages/home.aspx
Omya,omya.com,ok,page names omya,https://www.omya.com/en
Onyx Capital Group,onyxcapitalgroup.com,ok,page names onyx,https://onyxcapitalgroup.com/
Open Grid Europe,oge.net,ok,page names open/grid/europe,https://oge.net/en
Openfield,openfield.co.uk,ok,page names openfield,https://www.openfield.co.uk/
Optimax Energy,optimax-energy.de,ok,page names optimax,https://www.optimax-energy.de/
Optiver,optiver.com,ok,page names optiver,https://www.optiver.com/
Orbis Investments,orbis.com,ok,page names orbis,https://www.orbis.com:443/us/institutional/home
Orcadian Energy,orcadian.energy,ok,page names orcadian,https://orcadian.energy/
Orion Group,orionjobs.com,ok,page names orion,https://www.orionjobs.com/
Orlen,orlen.pl,ok,page names orlen,https://www.orlen.pl/pl
Orsted,,ok,no domain claimed,
Orsted Sales and Distribution,,ok,no domain claimed,
Oslo Bors,euronext.com/en/markets/oslo,ok,page names oslo,https://www.euronext.com/en/markets/oslo
Outfox the Market,outfoxthemarket.co.uk,ok,page names outfox,https://outfox.energy/
Outokumpu,outokumpu.com,ok,page names outokumpu,https://www.outokumpu.com/
Ovo Energy,ovoenergy.com,ok,page names ovo,https://www.ovoenergy.com/
Owl Creek Asset Management,owlcreeklp.com,ok,page names owl/creek,https://www.owlcreeklp.com/
Oxera,oxera.com,ok,page names oxera,https://www.oxera.com/
Oxford Asset Management,oxam.com,ok,page names oxford,https://www.oxam.com/
Oxford Knight,oxfordknight.co.uk,ok,page names oxford/knight,https://oxfordknight.co.uk/
PAI Partners,paipartners.com,ok,page names pai,https://www.paipartners.com/
PDT Partners,pdtpartners.com,ok,page names pdt,https://pdtpartners.com/
PEAK6,peak6.com,ok,page names peak6,https://peak6.com/
PIMCO,pimco.com,ok,page names pimco,https://www.pimco.com/us/en
PJT Partners,pjtpartners.com,ok,page names pjt,https://www.pjtpartners.com/
PLEXOS,plexos.com,ok,page names plexos,https://plexos.com/
PSE Polska,pse.pl,ok,page names pse,https://www.pse.pl/home
Pacific Asset Management,pacificam.co.uk,ok,page names pacific,https://www.pacificam.co.uk/
Palliser Capital,pallisercap.com,ok,page names palliser,https://www.pallisercap.com/
Palm Harbour Capital,palmharbourcapital.com,ok,page names palm/harbour,https://palmharbourcapital.com/en/
Panmure Liberum,panmureliberum.com,ok,page names panmure/liberum,https://panmureliberum.com/
Paradigm,paradigm.co,ok,page names paradigm,https://paradigm.co/
Pareto Securities,paretosec.com,ok,page names pareto,https://paretosec.com/
Paritas Recruitment,paritasrecruitment.com,ok,page names paritas/recruitment/paritasrecruitment,https://www.paritasrecruitment.com/
Park Square Capital,parksquarecapital.com,ok,page names park/square,https://www.parksquarecapital.com/
Patch,patch.io,ok,page names patch,https://www.patch.io/
Pelham Capital,pelhamcapital.com,ok,page names pelham,https://pelhamcapital.com/
Pemberton Asset Management,pembertonam.com,ok,page names pemberton,https://pembertonam.com/
Pen Underwriting,penunderwriting.com,ok,page names pen/underwriting,https://www.penunderwriting.co.uk
Peninsula,peninsulapetroleum.com,ok,page names peninsula,https://www.peninsula360.com/
Pensions Regulator,thepensionsregulator.gov.uk,ok,page names pensions/regulator,https://www.thepensionsregulator.gov.uk/
Pepperstone,pepperstone.com,ok,page names pepperstone,https://pepperstone.com/en-au
Perdue Agribusiness,perdueagribusiness.com,ok,page names perdue/agribusiness,https://www.perdueagribusiness.com/
Perella Weinberg Partners,pwpartners.com,ok,page names perella/weinberg,https://pwpartners.com/
Permian Global,permianglobal.com,ok,page names permian,https://permianglobal.com/
Permira,permira.com,ok,page names permira,https://www.permira.com/
Pertento Partners,pertento.com,ok,page names pertento,https://www.pertento.com/
Perth Mint,perthmint.com,ok,page names perth/mint,https://www.perthmint.com/
Petrobras,petrobras.com.br,ok,page names petrobras,https://petrobras.com.br/
Petrofac,petrofac.com,ok,page names petrofac,https://www.petrofac.com/
Petroineos,petroineos.com,ok,page names petroineos,https://www.petroineos.com/
Petrol Slovenia,petrol.eu,ok,page names petrol/slovenia,https://www.petrol.eu/
Petroleum Economist,pemedianetwork.com,ok,page names petroleum/economist,https://petroleum-economist.com/
Petronas,petronas.com,ok,page names petronas,https://www.petronas.com/
Petroplan,petroplan.com,ok,page names petroplan,https://petroplan.com/
Petrus Advisers,petrusadvisers.com,ok,page names petrus,https://petrusadvisers.com/
Pfeifer and Langen,pfeifer-langen.com,ok,page names pfeifer/langen,https://www.pfeifer-langen.com/
Phaidon International,phaidoninternational.com,ok,page names phaidon,https://www.phaidoninternational.com/
Phillips 66,phillips66.com,ok,page names phillips,https://www.phillips66.com/
Phillips 66 Limited,phillips66.co.uk,ok,page names phillips,https://www.phillips66.co.uk/
Piclo,piclo.energy,ok,page names piclo,https://www.piclo.com/
Pictet Asset Management,am.pictet,ok,page names pictet,https://am.pictet.com/us/en
Plaid,plaid.com,ok,page names plaid,https://plaid.com/en-gb/
Planet Labs,planet.com,ok,page names planet/labs,https://www.planet.com:443/
Plinacro,plinacro.hr,ok,page names plinacro,https://www.plinacro.hr/
Plus500,plus500.com,ok,page names plus500,https://us.plus500.com/en/
Point72,point72.com,ok,page names point72,https://point72.com/
Polar Capital,polarcapital.co.uk,ok,page names polar,https://www.polarcapitalfunds.com/us/individual/?prev_ut_method=DEF&prev_jr_method=GEO
Portofino Technologies,portofino.tech,ok,page names portofino/technologies,https://www.portofino.tech/
Prax Group,praxgroup.com,ok,page names prax,https://www.prax.com/
Prax Petroleum,prax.com,ok,page names prax/petroleum,https://www.prax.com/
Predator Oil and Gas,predatoroilandgas.com,ok,page names predator/oil/gas,https://www.predatoroilandgas.com/
Preem,preem.com,ok,page names preem,https://www.preem.com/
Premier Miton,premiermiton.com,ok,page names premier/miton,https://www.premiermiton.com/
Preqin,preqin.com,ok,page names preqin,https://preqin.com/
Principal Asset Management,principalam.com,ok,page names principal,https://www.principalam.com/
Progressive Capital Partners,progressivecapital.com,ok,page names progressive,https://www.progressivecapital.com
Project Blue,projectblue.com,ok,page names project/blue,https://projectblue.com/
Public Power Corporation,,ok,no domain claimed,
Pulse Clean Energy,pulsecleanenergy.com,ok,page names pulse/clean,https://pulsecleanenergy.com/
Puma Energy,pumaenergy.com,ok,page names puma,https://pumaenergy.com/
Puro Earth,puro.earth,ok,page names puro/earth,https://puro.earth/
PwC,pwc.com,ok,page names pwc,https://www.pwc.com/us/en.html
Q8 Kuwait Petroleum,q8.com,ok,page names kuwait/petroleum,https://www.q8.com
Qatar Stock Exchange,qe.com.qa,ok,page names qatar/stock/exchange,https://qe.com.qa/
QatarEnergy,qatarenergy.qa,ok,page names qatarenergy,https://www.qatarenergy.qa/
Quadrature Capital,quadraturecapital.com,ok,page names quadrature,https://www.quadrature.ai/
Quandl Data,data.nasdaq.com,ok,page names data,https://data.nasdaq.com/
Quantexa,quantexa.com,ok,page names quantexa,https://www.quantexa.com/
Quantica Capital,quantica-capital.com,ok,page names quantica,https://quantica-capital.com/
Quantum Capital Group,quantumcap.com,ok,page names quantum,https://www.quantumcap.com
Quantum Commodity Intelligence,qcintel.com,ok,page names quantum/commodity/intelligence,https://www.qcintel.com/
Qube Research and Technologies,qube-rt.com,ok,page names qube/research/technologies,https://www.qube-rt.com/
Quilter,quilter.com,ok,page names quilter,https://www.quilter.com/
Quinbrook Infrastructure Partners,quinbrook.com,ok,page names quinbrook/infrastructure,https://www.quinbrook.com/
RBC BlueBay Asset Management,bluebay.com,ok,page names rbc/bluebay,https://www.rbcbluebay.com/en/institutional/
REGnosys,regnosys.com,ok,page names regnosys,https://regnosys.com/
RISC Advisory,riscadvisory.com,ok,page names risc/advisory,https://riscadvisory.com/
RJ OBrien,rjo.com,ok,page names rjo,https://www.rjo.com/
RPM Risk and Portfolio Management,rpm.se,ok,page names rpm,https://rpm.se/default.aspx?ReturnUrl=%2f
RTE France,rte-france.com,ok,page names rte,https://www.rte-france.com/
RWE Supply and Trading,rwe.com,ok,page names rwe,https://www.rwe.com/en/
Radix Trading,radix-trading.com,ok,page names radix,https://radix-trading.com/
Raiffeisen Bank International,rbinternational.com,ok,page names raiffeisen,https://www.rbinternational.com/de/home.html
Raizen,raizen.com.br,ok,page names raizen,https://www.raizen.com.br/
Ramboll,ramboll.com,ok,page names ramboll,https://www.ramboll.com/
Ramp Network,ramp.network,ok,page names ramp/network,https://rampnetwork.com/
Rand Merchant Bank,rmb.co.za,ok,page names rmb,https://rmb.co.za/
Rand Refinery,randrefinery.com,ok,page names rand/refinery,https://www.randrefinery.com/
Rapyd,rapyd.net,ok,page names rapyd,https://www.rapyd.net:443/
Rathbones,rathbones.com,ok,page names rathbones,https://www.rathbones.com/en-gb/wealth-management
Record Financial Group,recordfg.com,ok,page names record,https://recordfg.com/
Red Electrica,ree.es,ok,page names red,https://www.ree.es/es
