name,domain,verdict,detail,final_url
Banque Misr,banquemisr.com,ok,page names banque/misr,https://banquemisr.com/
Banque de Commerce et de Placements,bcp-bank.com,ok,page names banque/commerce/placements,https://bcp-bank.com/en
Bapco Energies,bapco.net,ok,page names bapco,https://bapco.net/
Barclays,barclays.com,ok,page names barclays,https://home.barclays/
Baringa,baringa.com,ok,page names baringa,https://www.baringa.com/en/
Barings,barings.com,ok,page names barings,https://www.barings.com/en-us/guest
Barington Capital,baringtoncapital.com,ok,page names barington,https://baringtoncapital.com/
Barnett Waddingham,barnett-waddingham.co.uk,ok,page names barnett/waddingham,https://www.barnett-waddingham.co.uk/
Barrick,barrick.com,ok,page names barrick,https://www.barrick.com/English/home/default.aspx
BattleFin,battlefin.com,ok,page names battlefin,https://www.battlefin.com/
BayWa re,baywa-re.com,ok,page names baywa,https://www.baywa-re.com/en
BeZero Carbon,bezerocarbon.com,ok,page names bezero/carbon,https://bezerocarbon.com/
Beach Energy,beachenergy.com.au,ok,page names beach,https://beachenergy.com.au/
Beacon Platform,beacon.io,ok,page names beacon/platform,https://cwan.com/products/beacon/
Bechtel,bechtel.com,ok,page names bechtel,https://www.bechtel.com/
Behavox,behavox.com,ok,page names behavox,https://behavox.com/
Believ,believ.com,ok,page names believ,https://www.believ.com/
Belltown Power,belltownpower.com,ok,page names belltown/power,https://belltownpower.com/
Belships,belships.com,ok,page names belships,https://www.belships.com/
Belvedere Trading,belvederetrading.com,ok,page names belvedere,https://www.belvederetrading.com/
Benchmark Mineral Intelligence,benchmarkminerals.com,ok,page names benchmark/mineral/intelligence,https://www.benchmarkminerals.com/
Berenberg,berenberg.de,ok,page names berenberg,https://www.berenberg.de/
Berkeley Research Group,thinkbrg.com,ok,page names berkeley/research,https://www.thinkbrg.com/
Berkshire Hathaway Specialty,bhspecialty.com,ok,page names berkshire/hathaway/specialty,https://www.bhspecialty.com
Bernstein Private Wealth,bernstein.com,ok,page names bernstein/private/wealth,https://www.bernstein.com/
Bessemer Trust,bessemertrust.com,ok,page names bessemer/trust,https://www.bessemertrust.com/
Bitfinex,bitfinex.com,ok,page names bitfinex,https://www.bitfinex.com/
Bitget,bitget.com,ok,page names bitget,https://www.bitget.com/ru
Bitmex,bitmex.com,ok,page names bitmex,https://www.bitmex.com/
Bitpanda,bitpanda.com,ok,page names bitpanda,https://www.bitpanda.com/en
Bitwise Asset Management,bitwiseinvestments.com,ok,page names bitwise,https://bitwiseinvestments.com/
BlackRock,blackrock.com,ok,page names blackrock,https://www.blackrock.com/us/individual
Blackstone,blackstone.com,ok,page names blackstone,https://www.blackstone.com/
Blackwood Group,blackwoodgroup.com,ok,page names blackwood,https://blackwoodgroup.com/
Blockchain Capital,blockchain.capital,ok,page names blockchain,https://www.blockchaincapital.com/
Blockchain.com,blockchain.com,ok,page names blockchain/com,https://www.blockchain.com/
Blockdaemon,blockdaemon.com,ok,page names blockdaemon,https://www.blockdaemon.com/
Blue Owl Capital,blueowl.com,ok,page names blue/owl,https://www.blueowl.com/
BlueCrest Capital,bluecrestcapital.com,ok,page names bluecrest,https://www.bluecrestcapital.com/
Bluebell Capital Partners,bluebellpartners.com,ok,page names bluebell,https://www.bluebellcp.com/
Bluefield Partners,bluefieldpartners.co.uk,ok,page names bluefield,https://thebluefieldgroup.com/bluefield-partners/
Bluefield Solar Income Fund,bluefieldsif.com,ok,page names bluefield/solar/income,https://bluefieldsif.com/
Boliden,boliden.com,ok,page names boliden,https://www.boliden.com/
Borealis,borealisgroup.com,ok,page names borealis,https://www.borealisgroup.com/
Borr Drilling,borrdrilling.com,ok,page names borr/drilling,https://www.borrdrilling.com/
Borsa Istanbul,borsaistanbul.com,ok,page names borsa,https://borsaistanbul.com/
Botas,botas.gov.tr,ok,page names botas,https://botas.gov.tr/
Bracebridge Capital,bracebridgecapital.com,ok,page names bracebridge,https://bracebridgecapital.com/
Braemar,braemar.com,ok,page names braemar,https://braemar.com/
Braemar Securities,braemar.co.uk,ok,page names braemar,https://braemar.com/
Brenntag,brenntag.com,ok,page names brenntag,https://www.brenntag.com/
Brevan Howard,brevanhoward.com,ok,page names brevan/howard,https://brevanhoward.com/
Bridgewater Associates,bridgewater.com,ok,page names bridgewater/associates,https://www.bridgewater.com/
Brit Insurance,britinsurance.com,ok,page names brit/insurance,https://www.britinsurance.com/
Britannia Refined Metals,glencore.co.uk,ok,page names glencore,https://www.glencore.com/
British Private Equity and Venture Capital Association,bvca.co.uk,ok,page names private,https://www.ukprivatecapital.co.uk/
British Steel,britishsteel.co.uk,ok,page names british/steel,https://www.britishsteel.co.uk/
Broadgate Search,broadgatesearch.com,ok,page names broadgate/search,https://www.broadgatesearch.com/
Broadridge,broadridge.com,ok,page names broadridge,https://www.broadridge.com/
Brookfield Asset Management,brookfield.com,ok,page names brookfield,https://www.brookfield.com/
Bruin Financial,bruinfinancial.com,ok,page names bruin,https://www.bruinfinancial.com/
Brunel,brunel.net,ok,page names brunel,https://www.brunel.net/en-us
Brunswick Group,brunswickgroup.com,ok,page names brunswick,https://www.brunswickgroup.com/
Buckthorn Partners,buckthornpartners.com,ok,page names buckthorn,https://buckthornpartners.com/
Budget Energie,budgetenergie.nl,ok,page names budget/energie,https://www.budgetthuis.nl/energie?utm_source=budgetenergie&utm_medium=redirect&utm_campaign=free-electricity
Bundesnetzagentur,bundesnetzagentur.de,ok,page names bundesnetzagentur,https://www.bundesnetzagentur.de/DE/Home/home_node.html
Bunge,bunge.com,ok,page names bunge,https://bunge.com/
Bunge Loders Croklaan,bungeloders.com,ok,page names bunge,https://bunge.com/
Bunker Holding,bunker-holding.com,ok,page names bunker/holding,https://www.bunker-holding.com/
Bunker One,bunker-one.com,ok,page names bunker/one,https://bunker-one.com/
Bunker Partner,bunkerpartner.com,ok,page names bunker/partner,https://bunkerpartner.com/
Bunkerlink,bunkerlink.com,ok,page names bunkerlink,https://bunkerlink.com/
Bureau Veritas,bureauveritas.com,ok,page names bureau/veritas,https://group.bureauveritas.com:443/
Bybit,bybit.com,ok,page names bybit,https://www.bybit.com/
C Hoare and Co,hoaresbank.co.uk,ok,page names hoare,https://www.hoaresbank.co.uk/
CEER,ceer.eu,ok,page names ceer,https://www.ceer.eu/
CEPS,ceps.cz,ok,page names ceps,https://www.ceps.cz/cs/
CEZ Group,cez.cz,ok,page names cez,https://www.cez.cz/
CFC Underwriting,cfcunderwriting.com,ok,page names cfc/underwriting,https://www.cfc.com/en-us/
CHS Inc,chsinc.com,ok,page names chs,https://www.chsinc.com/
CIBC,cibc.com,ok,page names cibc,https://www.cibc.com/en/personal-banking.html
CLS Group,cls-group.com,ok,page names cls,https://www.cls-group.com/
CMC Markets,cmcmarkets.com,ok,page names cmc,https://www.cmcmarkets.com/en
CNMC,cnmc.es,ok,page names cnmc,https://cnmc.es/
COWI,cowi.com,ok,page names cowi,https://www.cowi.com/
CTC Trading,chicagotrading.com,ok,page names ctc,https://www.chicagotrading.com/
CVC Capital Partners,cvc.com,ok,page names cvc,https://www.cvc.com/
Cadent Gas,cadentgas.com,ok,page names cadent/gas,https://cadentgas.com/
Caius Capital,caiuscapital.com,ok,page names caius,https://caiuscapital.com/
CaixaBank,caixabank.com,ok,page names caixabank,https://www.caixabank.com/home_es.html
Calyx Global,calyxglobal.com,ok,page names calyx,https://calyxglobal.com/
Camarco,camarco.co.uk,ok,page names camarco,https://www.camarco.co.uk/
Cambridge Econometrics,camecon.com,ok,page names cambridge/econometrics,https://www.camecon.com/
Cameron Kennedy,cameronkennedy.com,ok,page names cameron/kennedy,https://www.cameronkennedy.com/
Cameron LNG,cameronlng.com,ok,page names cameron/lng,https://cameronlng.com/
Campbell and Company,campbell.com,ok,page names campbell,https://www.campbell.com/
Canaccord Genuity,canaccordgenuity.com,ok,page names canaccord/genuity,https://www.canaccordgenuity.com/
Canalyst,canalyst.com,ok,page names canalyst,https://www.canalyst.com/
Candriam,candriam.com,ok,page names candriam,https://www.candriam.com/en-us/professional/
Canopius,canopius.com,ok,page names canopius,https://www.canopius.com/
Canyon Partners,canyonpartners.com,ok,page names canyon,https://www.canyonpartners.com/
Capgemini,capgemini.com,ok,page names capgemini,https://www.capgemini.com/
Capital Group,capitalgroup.com,ok,page names capital/group,https://www.capitalgroup.com:443/
Cappitech,cappitech.com,ok,page names cappitech,https://www.cappitech.com/
Capricorn Energy,capricornenergy.com,ok,page names capricorn,https://www.capricornenergy.com/
Capula Investment Management,capulaglobal.com,ok,page names capula,https://www.capulaglobal.com/
Carbon Direct,carbon-direct.com,ok,page names carbon/direct,https://www.carbon-direct.com/
Carbon Tracker Initiative,carbontracker.org,ok,page names carbon/tracker/initiative,https://carbontracker.org/
Carbon Trust,carbontrust.com,ok,page names carbon/trust,https://www.carbontrust.com/
Carlton Power,carltonpower.co.uk,ok,page names carlton/power,https://www.carltonpower.co.uk/
Carmignac,carmignac.com,ok,page names carmignac,https://www.carmignac.com/en
Carnegie Investment Bank,carnegie.se,ok,page names carnegie,https://www.carnegie.se/
Castlefield,castlefield.com,ok,page names castlefield,https://www.castlefield.com/
Castleton Commodities International,cci.com,ok,page names castleton,https://cci.com/
Causaly,causaly.com,ok,page names causaly,https://www.causaly.com/
Cavendish Capital Markets,cavendish.com,ok,page names cavendish,https://www.cavendish.com/
Caxton Associates,caxton.com,ok,page names caxton,https://www.caxton.com/
Cazenove Capital,cazenovecapital.com,ok,page names cazenove,https://www.cazenovecapital.com/en-gb/uk/wealth-management/
Cboe Europe,cboe.com,ok,page names cboe,https://www.cboe.com/
Celsa Steel,celsauk.com,ok,page names celsa/steel,https://www.celsauk.com/
Cenovus Energy,cenovus.com,ok,page names cenovus,https://cenovus.com/
Centerbridge Partners,centerbridge.com,ok,page names centerbridge,https://www.centerbridge.com/
Centrica Energy,centrica.com,ok,page names centrica,https://www.centrica.com/
